ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Customer_Tenure_Days,Web_Conversion_Rate,Income_Group,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,Cluster_Name,PCA1,PCA2,Segment
6383,1971,Postgraduate,Partner,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,43,1,2,46,6,0,220,0.375,Low,1,2,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.8407444900232144,-0.2960742909296078,Budget Families
1628,1971,Graduate,Partner,71796.0,0,0,2013-10-24,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,43,0,1,960,16,0,433,2.25,High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.76338855666037,-0.2685154021778424,Affluent Loyalists
1204,1970,Postgraduate,Partner,67536.0,0,1,2013-05-22,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,44,1,2,1829,27,1,588,1.375,Mid-High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,3.514222298333113,1.4227741701105079,Affluent Loyalists
3673,1971,Graduate,Alone,55239.0,0,1,2013-07-14,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,43,1,2,779,23,0,535,1.4,Mid-High,2,4,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.3939683597992416,1.0706695044454464,Deal-Seeking Families
760,1975,Postgraduate,Alone,60554.0,1,0,2013-08-09,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,39,1,2,811,21,0,509,1.3333333333333333,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,1.3824853186415598,0.7557766789800233,Affluent Loyalists
8957,1952,Undergraduate,Alone,64831.0,1,1,2013-06-10,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,62,2,3,1120,14,0,569,1.0,Mid-High,2,3,4,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.4432093810952861,3.1696975923865507,Deal-Seeking Families
4128,1962,Postgraduate,Partner,56067.0,0,1,2013-07-20,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,52,1,2,725,18,0,529,1.4,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.9287664716925607,0.5527610174174485,Deal-Seeking Families
6810,1983,Graduate,Alone,82025.0,0,0,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,31,0,1,1187,11,1,582,3.0,High,1,2,4,7,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.3618959859673982,-1.541867558720913,Affluent Loyalists
5386,1953,Graduate,Partner,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,61,0,1,2302,18,3,667,2.5,High,2,3,4,9,Loyal Customers,2,Cluster 2 - VIP Champions,4.723540059584016,-2.0472956281026757,VIP Champions
8700,1986,Undergraduate,Alone,14906.0,0,0,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,28,0,1,66,6,0,739,0.2857142857142857,Low,1,2,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.827082668353495,-0.7108565218742743,Budget Families
3202,1987,Postgraduate,Partner,51563.0,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,27,0,1,1250,18,2,821,0.5,Mid-High,2,3,4,9,Loyal Customers,2,Cluster 2 - VIP Champions,1.9858352783859337,-1.4608648675584102,VIP Champions
1328,1982,Undergraduate,Partner,57937.0,0,1,2014-02-16,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,32,1,2,683,17,0,318,1.3333333333333333,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.510426391607376,0.47304340729524325,Deal-Seeking Families
8405,1979,Graduate,Alone,68274.0,1,1,2013-09-30,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,35,2,3,305,11,0,457,1.3333333333333333,Mid-High,1,2,2,5,At Risk,3,Cluster 3 - Deal-Seeking Families,-0.5601901960517331,0.6116996524827352,Deal-Seeking Families
6515,1977,Graduate,Partner,39771.0,1,0,2013-12-06,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,37,1,2,50,5,0,390,0.5,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-1.856070747506339,-0.8391070903869869,Budget Families
2882,1975,Undergraduate,Alone,67893.0,0,1,2012-10-01,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,39,1,2,995,14,0,821,0.375,Mid-High,3,3,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.37473192592345794,-0.15807284612708716,Affluent Loyalists
7574,1979,Postgraduate,Partner,27922.0,1,0,2014-05-10,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,35,1,2,41,5,0,235,0.5,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1072765179691144,-0.8368492513192918,Budget Families
6387,1976,Postgraduate,Partner,52190.0,1,1,2014-05-08,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,38,2,3,77,6,1,237,0.4,Mid-High,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.411524361197427,0.2899855710923603,Budget Families
5320,1973,Postgraduate,Alone,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,41,2,3,171,8,0,701,0.5,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.6475752774475507,1.1241690842245404,Budget Families
5048,1971,Postgraduate,Alone,42767.0,2,0,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,43,2,3,131,6,0,599,0.375,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.7740984694884343,-0.036584279996564426,Budget Families
8146,1976,Postgraduate,Partner,46106.0,1,1,2014-05-11,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,38,2,3,54,4,0,234,0.16666666666666666,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1153737695678263,-0.36371738795861536,Budget Families
10031,1976,Postgraduate,Partner,16927.0,1,1,2013-02-10,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,38,2,3,53,7,0,689,0.375,Low,2,2,1,5,At Risk,0,Cluster 0 - Budget Families,-2.5089002567550343,1.507263623266742,Budget Families
5748,1965,Graduate,Partner,59754.0,0,1,2012-12-01,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,49,1,2,475,13,0,760,1.0,Mid-High,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.02431793408174,0.5314918658723833,Deal-Seeking Families
2134,1952,Graduate,Alone,53700.0,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,62,1,2,694,18,0,866,1.0,Mid-High,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.7422019351590029,1.035024046851585,Deal-Seeking Families
1523,1973,Graduate,Partner,59041.0,1,1,2014-05-07,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,41,2,3,96,6,0,238,0.4,Mid-High,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.7468591196120429,0.1758073520568949,Budget Families
9665,1957,Postgraduate,Alone,54237.0,0,1,2013-04-27,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,57,1,2,361,12,0,613,0.8333333333333334,Mid-High,3,2,2,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.3112443191117621,0.8629557513159181,Deal-Seeking Families
4640,1967,Graduate,Alone,70647.0,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,47,1,2,1079,24,0,831,2.0,High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.9560824909987662,0.2725301724860928,Affluent Loyalists
3635,1962,Postgraduate,Alone,52597.0,0,1,2014-05-07,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,52,1,2,578,17,0,238,1.2,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.4119882760567425,0.7747767702779026,Deal-Seeking Families
3547,1969,Postgraduate,Partner,41021.0,1,0,2012-12-30,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,45,1,2,64,5,0,731,0.3333333333333333,Mid-Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-1.8499668877153652,-0.5036560225009739,Budget Families
2456,1975,Postgraduate,Partner,40233.0,0,1,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,39,1,2,149,8,0,443,0.3333333333333333,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.5089927226831994,0.7307805950855876,Budget Families
5633,1980,Graduate,Partner,50183.0,1,1,2014-06-25,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,34,2,3,231,10,0,189,0.6,Mid-Low,3,2,2,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-1.3967195444393938,2.3083826333409676,Deal-Seeking Families
7801,1959,Graduate,Partner,54753.0,0,1,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,55,1,2,728,18,0,475,1.25,Mid-High,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.37802431242701146,0.6634023383955708,Deal-Seeking Families
10489,1973,Graduate,Partner,92955.0,0,0,2013-08-19,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,41,0,1,1778,22,2,499,3.0,High,3,4,4,11,Champions,2,Cluster 2 - VIP Champions,4.137996399516298,-1.1299389992572249,VIP Champions
7011,1973,Graduate,Partner,33471.0,1,0,2012-10-12,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,41,1,2,93,7,0,810,0.42857142857142855,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.7523268766039999,0.08964471245519297,Budget Families
2620,1974,Postgraduate,Partner,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,40,1,2,23,3,0,627,0.125,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.2307535442064035,-1.0552964375429603,Budget Families
3933,1980,Graduate,Partner,44010.0,1,0,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,34,1,2,662,18,0,809,1.1111111111111112,Mid-Low,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.6276950057278247,2.487172593763755,Deal-Seeking Families
10981,1988,Graduate,Partner,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,26,0,1,1198,17,0,332,3.0,High,3,3,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.7068322754255973,-1.1282363051150996,Affluent Loyalists
1734,1968,Postgraduate,Partner,40706.0,2,1,2013-01-17,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,46,3,4,81,7,0,713,0.42857142857142855,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.3414394112629333,1.7689314609716427,Budget Families
10995,1988,Undergraduate,Partner,15716.0,1,0,2012-11-12,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,26,1,2,92,7,0,779,0.375,Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-2.1227734864400247,0.0828055109421627,Budget Families
6357,1959,Undergraduate,Alone,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,55,1,2,491,15,0,409,1.4,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.17626836728727502,0.8459983112495999,Deal-Seeking Families
9209,1971,Postgraduate,Partner,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,43,0,1,1564,23,0,808,2.0,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.696662973655002,-0.8054862437324551,Affluent Loyalists
10286,1962,Graduate,Partner,83715.0,0,0,2014-02-03,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,52,0,1,926,23,0,331,0.0,High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,2.3172878316084993,-1.1038297507644128,Affluent Loyalists
2611,1959,Postgraduate,Partner,82576.0,0,0,2012-08-01,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,55,0,1,1910,18,1,882,2.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.529245037991343,-1.5261351730242358,Affluent Loyalists
1600,1965,Postgraduate,Partner,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,49,3,4,411,14,0,446,0.8571428571428571,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.5920598194311505,3.497128219814156,Deal-Seeking Families
3308,1952,Graduate,Partner,35704.0,1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,62,2,3,94,6,0,362,0.5,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-2.2376839049185566,0.5770271231616202,Budget Families
5407,1954,Graduate,Partner,53103.0,0,1,2013-09-12,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,0,60,1,2,1085,23,1,475,1.4285714285714286,Mid-High,2,4,4,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,2.400961128096784,1.9654113374495483,Deal-Seeking Families
2166,1960,Undergraduate,Alone,46779.0,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,54,2,3,23,3,0,537,0.0,Mid-Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.3081183896715487,-0.5473822804120572,Budget Families
3955,1965,Graduate,Alone,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,49,0,1,6,0,0,192,0.0,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.78887758413703,-2.3092067439049924,Budget Families
6634,1979,Postgraduate,Alone,33462.0,1,0,2013-08-07,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,35,1,2,54,5,0,511,0.2857142857142857,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-1.9844240971619727,-0.8418161097366265,Budget Families
3056,1978,Graduate,Alone,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,36,1,2,1150,26,0,443,1.8333333333333333,Mid-High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.641159961073912,1.7035904406732578,Affluent Loyalists
5718,1950,Graduate,Partner,80763.0,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,1,64,0,1,1415,22,2,503,1.6666666666666667,High,4,4,4,12,Champions,2,Cluster 2 - VIP Champions,4.064417219190117,-1.2651047539041056,VIP Champions
6872,1974,Postgraduate,Partner,65352.0,0,1,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,0,40,1,2,405,14,0,497,1.0,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.00743855537056628,0.020401509623810793,Deal-Seeking Families
8164,1978,Postgraduate,Partner,82170.0,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,36,0,1,1908,18,0,401,2.5,High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.779338527567298,-0.8592143319944986,Affluent Loyalists
4580,1969,Graduate,Partner,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,1,45,0,1,2486,25,3,432,1.8,High,3,4,4,11,Champions,2,Cluster 2 - VIP Champions,5.221538617797451,-0.902946012971172,VIP Champions
9305,1976,Undergraduate,Alone,79689.0,0,0,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,38,0,1,1315,26,0,598,2.0,High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,3.102030870597123,-0.722011142941092,Affluent Loyalists
453,1956,Postgraduate,Alone,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,0,58,2,3,45,5,0,185,0.4,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.33721068461295,0.15287170265812178,Budget Families
8545,1954,Graduate,Alone,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1,60,0,1,1789,16,4,285,2.0,High,4,3,4,11,Champions,2,Cluster 2 - VIP Champions,3.4511862037315266,-2.4128840579219606,VIP Champions
9850,1972,Undergraduate,Partner,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,0,42,1,2,19,3,0,762,0.0,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.5504387699409925,-1.198870630116908,Budget Families
7378,1981,Postgraduate,Partner,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,33,1,2,573,17,1,852,1.1111111111111112,Mid-Low,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.6910000934498939,1.8187875291793858,Deal-Seeking Families
7646,1989,Graduate,Alone,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,0,25,1,2,805,20,0,316,1.25,Mid-High,2,4,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.8832393976654387,1.0750440104497148,Deal-Seeking Families
1640,1954,Graduate,Alone,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,0,60,2,3,108,6,0,192,0.3333333333333333,Mid-High,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.5932648270611762,0.03787143089748215,Budget Families
5184,1995,Graduate,Alone,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,19,0,1,23,3,0,280,0.16666666666666666,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.8684672706636967,-1.7047875136497908,Budget Families
8492,1978,Graduate,Partner,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,36,0,1,1493,22,1,417,1.3333333333333333,High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,3.0034032804746187,-0.5490543035328695,Affluent Loyalists
11188,1957,Graduate,Partner,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,57,2,3,89,6,0,309,0.4,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-2.2907543592490365,0.5944516423237556,Budget Families
1212,1973,Graduate,Partner,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,0,41,1,2,936,22,1,505,1.3333333333333333,Mid-High,4,4,3,11,Champions,1,Cluster 1 - Affluent Loyalists,2.2969433801829657,0.8782467476674735,Affluent Loyalists
9097,1956,Graduate,Alone,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,0,58,1,2,343,12,0,423,0.75,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-0.8669706955200082,0.5800408142789213,Budget Families
10473,1956,Postgraduate,Alone,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,1,58,1,2,528,19,2,842,0.8571428571428571,High,3,4,3,10,Loyal Customers,2,Cluster 2 - VIP Champions,1.9145990804736503,-0.48068726107546517,VIP Champions
7962,1987,Postgraduate,Alone,94440.31999999999,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,1,27,0,1,1901,11,2,448,4.0,High,4,2,4,10,Loyal Customers,2,Cluster 2 - VIP Champions,2.7645714169340576,-1.7472976193488743,VIP Champions
9984,1981,Undergraduate,Partner,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,1,33,2,3,724,17,2,644,1.0,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.4428673801390748,1.8924345053413114,Deal-Seeking Families
5527,1987,Graduate,Partner,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,27,1,2,58,5,0,686,0.25,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.2325645979325532,-0.48596413787092935,Budget Families
6374,1954,Postgraduate,Partner,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,60,1,2,297,11,0,593,0.625,Mid-Low,2,2,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-0.7930924337139149,1.2220874140148759,Deal-Seeking Families
7453,1954,Graduate,Alone,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1,60,1,2,488,15,1,697,0.75,Mid-Low,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.554895467117021,1.1331071975399551,Deal-Seeking Families
8952,1953,Postgraduate,Partner,65569.0,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,0,61,1,2,859,21,0,786,2.0,Mid-High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.447862742651353,0.5032175488518894,Affluent Loyalists
241,1952,Graduate,Partner,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,62,0,1,1574,19,1,598,4.0,High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.592318430864696,-1.2005703959695802,Affluent Loyalists
8975,1968,Graduate,Partner,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,0,46,2,3,69,6,1,339,0.375,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.9861145779283529,0.830095403971718,Budget Families
6119,1963,Postgraduate,Alone,36736.0,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,51,2,3,17,3,0,600,0.16666666666666666,Mid-Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.5456539016649224,-0.3973693356539941,Budget Families
5236,1979,Graduate,Partner,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,0,35,1,2,2194,20,3,858,2.0,High,3,4,4,11,Champions,2,Cluster 2 - VIP Champions,3.7688497896157434,-0.23053956240854784,VIP Champions
5723,1976,Postgraduate,Partner,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,38,1,2,116,7,0,354,0.5,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.4654842541358215,-0.9481619726836255,Budget Families
1710,1978,Graduate,Alone,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,36,1,2,279,11,0,664,0.6666666666666666,Low,2,2,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-1.0054697982047611,2.11946173458908,Deal-Seeking Families
1970,1968,Postgraduate,Partner,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,46,1,2,103,6,0,842,0.375,Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.7676596070098844,-0.7023310111400357,Budget Families
5313,1971,Postgraduate,Partner,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,43,2,3,44,6,0,257,0.4,Mid-Low,4,2,1,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.2302953811904955,0.562403799581965,Budget Families
10634,1951,Postgraduate,Partner,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,63,0,1,406,14,0,256,1.3333333333333333,Mid-High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,0.24552946035782186,-1.000648979983472,Affluent Loyalists
7010,1965,Undergraduate,Partner,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,0,49,0,1,1363,19,1,268,2.0,High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.6806964952179855,-0.9095970456646474,Affluent Loyalists
8562,1969,Graduate,Partner,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,45,0,1,236,10,0,582,1.0,Mid-High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.6124812687860822,-1.3804686805933115,Budget Families
3158,1973,Graduate,Partner,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0,41,1,2,39,4,0,727,0.125,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.2105636098539816,-1.0470802496999103,Budget Families
4436,1976,Graduate,Alone,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,38,0,1,137,7,0,679,0.2857142857142857,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.5788022415293097,-1.4624580472573374,Budget Families
5287,1973,Graduate,Partner,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,41,1,2,79,7,0,195,0.42857142857142855,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.5851030493428293,0.10066926490255079,Budget Families
2445,1974,Postgraduate,Partner,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,40,1,2,63,5,0,542,0.25,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.078827728946683,-0.8350489510401621,Budget Families
6059,1953,Postgraduate,Partner,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,1,61,3,4,1314,18,0,667,1.5714285714285714,Mid-High,1,3,4,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,1.0786265860221342,4.286225503121608,Deal-Seeking Families
